Date,Sales,Quantity Sold,Unit_Price,Avg_Unit_Price,Cost Of Sales,Daily_Gross_Profit,Gross_Profit_per_Unit,Promo_1,Promo_2,Promo_3,Total_Sales,Total_Cost,Total_Gross_Profit,Total_Units,Avg_Price,Avg_GrossProfit
2014-01-13,114883.1738,3369,34.10008127040665,35.40044687766667,112186.3087,2.347484849865812,0.8004942416147255,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-14,80090.80008,2348,34.11022149914821,35.40044687766667,78096.76018,2.489724035729727,0.8492503833049418,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-15,98945.37116,2903,34.08383436445057,35.40044687766667,97159.00259,1.8054089332904084,0.6153525904236967,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-16,84904.90171,2491,34.08466547972702,35.40044687766667,83350.43316,1.8308348737148605,0.6240339421918928,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-17,135460.6197,3968,34.13826101310484,35.40044687766667,132703.3354,2.035487735185667,0.6948801159274192,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-18,149925.7497,4393,34.12832909173685,35.40044687766667,146928.4118,1.9992148820316917,0.6822986341907544,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-19,74297.30718,2176,34.14398307904412,35.40044687766667,72782.28432,2.0391356261803044,0.6962421231617635,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-20,83356.42456,2443,34.12051762586983,35.40044687766667,81789.13612,1.8802251275447508,0.6415425460499402,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-21,89922.01429,2638,34.08719268006065,35.40044687766667,88388.91607,1.7049197931173254,0.5811592949203942,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-22,57806.30278,1704,33.92388660798122,35.40044687766667,57157.28254,1.1227499576820332,0.3808804225352101,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-23,63977.75035,1872,34.17614869123932,35.40044687766667,62863.98724,1.7408600707386388,0.5949589262820512,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-24,116958.7998,3423,34.168507099035935,35.40044687766667,114823.7952,1.82543306160021,0.6237232252410168,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-25,155272.8248,4544,34.17095616197183,35.40044687766667,152636.2766,1.6980100693060811,0.5802262764084486,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-26,82885.21591,2426,34.16538166117065,35.40044687766667,81583.16695,1.5709061570326552,0.5367060840890355,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-27,72353.42588,2117,34.17733863013699,35.40044687766667,71377.15646,1.3493064193244486,0.4611570240906929,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-28,50415.90376,1476,34.157116368563685,35.40044687766667,49769.09824,1.2829394531516412,0.43821512195122064,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-29,67458.30189,1974,34.17340521276596,35.40044687766667,66529.442,1.3769393298909898,0.4705470567375922,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-30,64640.36931,1892,34.16510005813954,35.40044687766667,63757.83987,1.3652914570577326,0.4664531923890055,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-01-31,137693.8735,4030,34.16721426799007,35.40044687766667,135609.5076,1.5137680762535708,0.5172123821339889,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-01,181209.1285,5304,34.164616987179485,35.40044687766667,178435.7153,1.5305041324118398,0.5228908748114595,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-02,113433.581,3320,34.166741265060246,35.40044687766667,111466.5168,1.7341109948737383,0.5924892168674722,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-03,143192.5334,4191,34.16667463612502,35.40044687766667,140505.6347,1.8764237465471023,0.6411115962777357,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-04,130126.6499,3809,34.16294300341297,35.40044687766667,128496.2877,1.252904152418361,0.4280289314780791,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-05,187155.8685,5764,32.46978981609993,35.40044687766667,195078.6033,-4.233228091375599,-1.3745202637057559,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-06,102314.7096,3028,33.78953421400264,35.40044687766667,101977.99,0.3291018479321342,0.11120198150594343,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-07,301553.8426,9284,32.48102570012925,35.40044687766667,313529.1877,-3.9712129007372283,-1.2898906828953076,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-08,316073.1775,9737,32.461043185786174,35.40044687766667,329754.7795,-4.328618488988998,-1.4051147170586438,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-09,135178.0426,4163,32.471304972375684,35.40044687766667,141530.7087,-4.699480757239492,-1.5259827288013457,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-10,147727.5162,4552,32.45332078207382,35.40044687766667,154828.6846,-4.806936840653383,-1.560010632688927,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-11,135498.7464,4172,32.47812713326942,35.40044687766667,139824.1616,-3.19221787279944,-1.0367725790987508,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-12,163432.8452,5037,32.44646519753822,35.40044687766667,166893.3689,-2.117397941500189,-0.6870207861822495,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-13,138291.6333,4259,32.47044688894106,35.40044687766667,141027.4345,-1.9782839602922069,-0.642357642639121,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-14,336901.3717,10381,32.45365299104133,35.40044687766667,343519.8755,-1.9645226632955277,-0.6375593680762938,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-15,367729.2682,11332,32.45051784327568,35.40044687766667,373973.5933,-1.6980767211066439,-0.551034689375222,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-16,133913.8414,4127,32.448229076811245,35.40044687766667,136797.0774,-2.153053015175476,-0.6986275745093299,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-17,150800.347,4649,32.43715788341579,35.40044687766667,152887.1064,-1.3837895213861682,-0.4488619918261951,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-18,55591.93034,1627,34.16836529809465,35.40044687766667,53463.24421,3.8291279273465895,1.308350417947143,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-19,106427.1918,3281,32.43742511429442,35.40044687766667,107736.4441,-1.230185893150657,-0.3990406278573584,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-20,78940.55442,2310,34.17340018181818,35.40044687766667,75934.39482,3.8081308423625324,1.3013677922077918,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-21,317916.3179,9802,32.43382145480514,35.40044687766667,322089.789,-1.3127577494505092,-0.42577750459089636,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-22,309217.8756,9772,31.643253745395008,35.40044687766667,320116.9243,-3.5247149534455904,-1.1153344965206697,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-23,138491.55,4270,32.43361826697892,35.40044687766667,140752.6016,-1.6326278390270066,-0.5295202810304463,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-24,133146.2222,4106,32.4272338528982,35.40044687766667,134505.4042,-1.0208190495697,-0.33102338041889934,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-25,224994.6562,6937,32.43399974052184,35.40044687766667,227546.4466,-1.1341560031237747,-0.3678521551102779,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-26,225051.5915,6934,32.4562433660225,35.40044687766667,228214.1421,-1.4052558255292267,-0.45609325064897427,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-27,344299.6824,11082,31.0683705468327,35.40044687766667,365935.653,-6.284051861210779,-1.9523525175961018,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-02-28,661876.5,20805,31.813338139870222,35.40044687766667,686656.791,-3.7439448295867837,-1.1910738284066316,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-01,846678.3882,26410,32.05900750473306,35.40044687766667,872081.585,-3.000336037158804,-0.9618779553199515,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-02,478902.3049,15004,31.91830877765929,35.40044687766667,495554.4499,-3.4771486438089223,-1.109847040789124,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-03,538827.2021,16884,31.91348034233594,35.40044687766667,557567.137,-3.477911810495804,-1.1099227019663582,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-04,310346.1213,9789,31.70355718663806,35.40044687766667,323325.0299,-4.182075337572464,-1.325866646235573,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-05,256390.5222,8079,31.73542792424805,35.40044687766667,267308.5071,-4.258341847552109,-1.3514030077979924,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-06,167803.6598,5072,33.08431778391167,35.40044687766667,168135.69,-0.1978682708087207,-0.06546336750788807,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-07,465318.0215,14551,31.978422204659473,35.40044687766667,483774.5967,-3.9664432382187504,-1.268405965225759,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-08,520146.7496,16262,31.985410748985363,35.40044687766667,541498.9582,-4.105035476318973,-1.3130124584921912,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-09,224699.2528,7014,32.035821613915026,35.40044687766667,233589.983,-3.9567244168423956,-1.2675691759338494,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-10,286230.6789,8932,32.04553055306762,35.40044687766667,297642.8914,-3.987068242949279,-1.2776771719659676,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-11,187143.0181,5737,32.62036222764511,35.40044687766667,191499.0428,-2.3276447843073496,-0.7592861600139461,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-12,191700.3891,5903,32.47507862104015,35.40044687766667,197153.424,-2.8445612059532324,-0.92377348805692,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-13,164663.9676,5056,32.568031566455694,35.40044687766667,168975.174,-2.6181844533667094,-0.8526911392405054,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-14,395941.3451,12167,32.542232686775705,35.40044687766667,406765.914,-2.7338819332611326,-0.8896662201035599,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-15,518183.2104,15971,32.44525767954417,35.40044687766667,534383.1431,-3.126294402224037,-1.014334274622754,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-16,226617.9549,6968,32.52266861366246,35.40044687766667,233191.1046,-2.9005423259161094,-0.9433337686567136,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-17,243707.8719,7494,32.520399239391516,35.40044687766667,250794.2213,-2.90772281779545,-0.9456030691219651,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-18,94849.7438,2707,35.03869368304396,35.40044687766667,90571.58892,4.510454861133744,1.5804044625046183,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-19,92386.78307,2637,35.03480586651498,35.40044687766667,88255.84099,4.471356121221429,1.5665309366704618,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-20,180394.8277,5149,35.03492478151097,35.40044687766667,172344.3044,4.462724016338303,1.5635120023305498,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-21,200939.6924,5735,35.037435466434175,35.40044687766667,192019.1443,4.439415624386606,1.555457384481253,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
2014-03-22,172953.9247,4936,35.039287824149106,35.40044687766667,165201.305,4.482476887094317,1.5706279781199373,0,0,0,186909828.25687966,194026109.44628012,-7116281.1894,5279872,37.07285158158659,-0.874976653169138
